,Species,Dead_Alive,Gear,SCL_notch,SCL_tip,SCW,CCL_notch,TestLevel_Before,Entangled
2344,Loggerhead,Alive,Pound net,63.3,64.7,51.1,67.5,155.4,Free
2345,Loggerhead,Alive,Pound net,63.3,64.7,51.1,67.5,155.4,Free
2346,Loggerhead,Alive,Pound net,63.2,65.9,51.7,67.7,155.4,Free
2347,Loggerhead,Alive,Pound net,63.2,65.9,51.7,67.7,155.4,Free
2348,Loggerhead,Alive,Pound net,63.2,65.9,51.7,67.7,155.4,Free
2349,Loggerhead,Alive,Pound net,63.2,65.9,51.7,67.7,155.4,Free
2350,Loggerhead,Alive,Pound net,63.5,66.1,49.6,67.5,155.4,Free
2351,Loggerhead,Alive,Pound net,63.5,66.1,49.6,67.5,155.4,Free
2352,Loggerhead,Alive,Pound net,63.5,66.1,49.6,67.5,155.4,Free
2353,Loggerhead,Alive,Pound net,63.5,66.1,49.6,67.5,155.4,Free
2354,Loggerhead,Alive,Pound net,63.4,65.9,51.4,67.5,155.4,Free
2355,Loggerhead,Alive,Pound net,63.4,65.9,51.4,67.5,155.4,Free
2356,Loggerhead,Alive,Pound net,63.4,65.9,51.4,67.5,155.4,Free
2357,Loggerhead,Alive,Pound net,63.4,65.9,51.4,67.5,155.4,Free
2358,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2359,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2360,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2361,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2362,Loggerhead,Alive,Pound net,65.3,67.5,53.0,70.1,155.4,Free
2363,Loggerhead,Alive,Pound net,65.3,67.5,53.0,70.1,155.4,Free
2364,Loggerhead,Alive,Pound net,65.3,67.5,53.0,70.1,155.4,Free
2365,Loggerhead,Alive,Pound net,65.3,67.5,53.0,70.1,155.4,Free
2366,Loggerhead,Alive,Pound net,65.3,67.5,53.0,70.1,155.4,Free
2367,Loggerhead,Alive,Pound net,68.8,71.1,54.5,73.5,167.9,Free
2368,Loggerhead,Alive,Pound net,68.8,71.1,54.5,73.5,167.9,Free
2369,Loggerhead,Alive,Pound net,68.8,71.1,54.5,73.5,167.9,Free
2370,Loggerhead,Alive,Pound net,68.8,71.1,54.5,73.5,167.9,Free
2371,Loggerhead,Dead,Pound net,63.5,63.8,52.9,67.0,27.1,Free
2372,Loggerhead,Dead,Pound net,63.5,63.8,52.9,67.0,27.1,Free
2373,Loggerhead,Dead,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2374,Loggerhead,Dead,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2375,Loggerhead,Dead,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2376,Loggerhead,Dead,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2377,Loggerhead,Dead,Dead Stranding,62.3,63.6,52.2,67.5,155.4,Free
2378,Loggerhead,Dead,Dead Stranding,62.3,63.6,52.2,67.5,155.4,Free
2379,Loggerhead,Dead,Dead Stranding,62.3,63.6,52.2,67.5,155.4,Free
2380,Loggerhead,Dead,Dead Stranding,62.3,63.6,52.2,67.5,155.4,Free
2381,Loggerhead,Alive,Pound net,56.7,57.2,49.7,63.0,65.7,Free
2382,Loggerhead,Alive,Pound net,56.7,57.2,49.7,63.0,65.7,Free
2383,Loggerhead,Alive,Pound net,72.4,73.2,61.3,67.5,235.7,Free
2384,Loggerhead,Alive,Pound net,72.4,73.2,61.3,67.5,235.7,Free
2385,Loggerhead,Alive,Pound net,72.4,73.2,61.3,67.5,235.7,Free
2386,Loggerhead,Alive,Pound net,72.4,73.2,61.3,67.5,235.7,Free
2387,Loggerhead,Alive,Pound net,72.1,72.5,60.6,79.1,154.1,Free
2388,Loggerhead,Alive,Pound net,72.1,72.5,60.6,79.1,154.1,Free
2389,Loggerhead,Alive,Pound net,72.1,72.5,60.6,79.1,154.1,Free
2390,Loggerhead,Alive,Pound net,72.1,72.5,60.6,79.1,154.1,Free
2391,Loggerhead,Alive,Pound net,50.1,51.2,42.2,54.5,52.3,Free
2392,Loggerhead,Alive,Pound net,50.1,51.2,42.2,54.5,52.3,Free
2393,Loggerhead,Alive,Pound net,64.9,66.0,52.7,71.4,182.0,Free
2394,Loggerhead,Alive,Pound net,64.9,66.0,52.7,71.4,182.0,Free
2395,Loggerhead,Alive,Pound net,64.9,66.0,52.7,71.4,182.0,Free
2396,Loggerhead,Alive,Pound net,64.9,66.0,52.7,71.4,182.0,Free
2397,Loggerhead,Alive,Pound net,63.4,64.3,51.0,68.0,36.7,Free
2398,Loggerhead,Alive,Pound net,63.4,64.3,51.0,68.0,36.7,Free
2399,Green,Dead,Pound net,28.7,29.3,24.1,30.5,78.7,Free
2400,Green,Dead,Pound net,28.7,29.3,24.1,30.5,78.7,Free
2401,Green,Alive,Pound net,35.2,35.6,28.8,37.5,1420.0,Free
2402,Green,Alive,Pound net,35.2,35.6,28.8,37.5,1420.0,Free
2403,Green,Alive,Pound net,29.8,30.3,24.6,31.4,1400.0,Free
2404,Green,Alive,Pound net,29.8,30.3,24.6,31.4,1400.0,Free
2405,Green,Alive,Pound net,29.8,30.3,24.6,31.4,1400.0,Free
2406,Green,Alive,Pound net,29.8,30.3,24.6,31.4,1400.0,Free
2407,Green,Alive,Pound net,29.8,30.3,24.6,31.4,967.0,Free
2408,Green,Alive,Pound net,29.8,30.3,24.6,31.4,967.0,Free
2409,Green,Alive,Pound net,29.8,30.3,24.6,31.4,967.0,Free
2410,Green,Alive,Pound net,29.8,30.3,24.6,31.4,967.0,Free
2411,Loggerhead,Alive,Pound net,68.0,69.5,58.8,72.5,37.2,Free
2412,Loggerhead,Alive,Pound net,68.0,69.5,58.8,72.5,37.2,Free
2413,Loggerhead,Alive,Pound net,72.5,74.6,59.6,77.9,129.8,Free
2414,Loggerhead,Alive,Pound net,72.5,74.6,59.6,77.9,129.8,Free
2415,Loggerhead,Alive,Pound net,72.5,74.6,59.6,77.9,129.8,Free
2416,Loggerhead,Alive,Pound net,72.5,74.6,59.6,77.9,129.8,Free
2417,Loggerhead,Alive,Pound net,72.5,74.6,59.6,77.9,129.8,Free
2418,Loggerhead,Alive,Pound net,72.5,74.6,59.6,77.9,129.8,Free
2419,Loggerhead,Alive,Pound net,72.5,74.6,59.6,77.9,129.8,Free
2420,Loggerhead,Alive,Pound net,72.5,74.6,59.6,77.9,129.8,Free
2421,Green,Alive,Pound net,69.4,70.8,54.3,72.5,678.0,Free
2422,Green,Alive,Pound net,69.4,70.8,54.3,72.5,678.0,Free
2423,Loggerhead,Alive,Pound net,53.9,54.6,45.5,59.0,63.8,Free
2424,Loggerhead,Alive,Pound net,53.9,54.6,45.5,59.0,63.8,Free
2425,Loggerhead,Alive,Pound net,60.0,61.5,49.8,63.7,96.8,Free
2426,Loggerhead,Alive,Pound net,60.0,61.5,49.8,63.7,96.8,Free
2427,Loggerhead,Alive,Pound net,58.8,60.3,47.4,63.5,72.1,Free
2428,Loggerhead,Alive,Pound net,58.8,60.3,47.4,63.5,72.1,Free
2429,Loggerhead,Alive,Pound net,52.7,54.1,46.5,57.4,81.4,Free
2430,Loggerhead,Alive,Pound net,52.7,54.1,46.5,57.4,81.4,Free
2431,Loggerhead,Alive,Pound net,53.9,55.0,44.3,58.5,86.0,Free
2432,Loggerhead,Alive,Pound net,53.9,55.0,44.3,58.5,86.0,Free
2433,Loggerhead,Alive,Pound net,58.2,58.5,48.3,63.5,59.1,Free
2434,Loggerhead,Alive,Pound net,58.2,58.5,48.3,63.5,59.1,Free
2435,Kemps_Ridley,Alive,Pound net,35.8,36.5,33.5,37.7,17.3,Free
2436,Kemps_Ridley,Alive,Pound net,35.8,36.5,33.5,37.7,17.3,Free
2437,Loggerhead,Alive,Pound net,50.2,51.3,43.0,55.2,153.0,Free
2438,Loggerhead,Alive,Pound net,50.2,51.3,43.0,55.2,153.0,Free
2439,Loggerhead,Alive,Pound net,60.4,62.1,51.4,65.9,20.2,Free
2440,Loggerhead,Alive,Pound net,60.4,62.1,51.4,65.9,20.2,Free
2441,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,38.2,Free
2442,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,38.2,Free
2443,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,38.2,Free
2444,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,38.2,Free
2445,Loggerhead,Alive,Pound net,58.4,59.9,51.4,64.1,29.0,Free
2446,Loggerhead,Alive,Pound net,58.4,59.9,51.4,64.1,29.0,Free
2447,Loggerhead,Alive,Pound net,50.7,51.4,41.6,54.0,86.9,Free
2448,Loggerhead,Alive,Pound net,50.7,51.4,41.6,54.0,86.9,Free
2449,Loggerhead,Alive,Pound net,56.8,58.0,46.4,61.8,155.4,Free
2450,Loggerhead,Alive,Pound net,56.8,58.0,46.4,61.8,155.4,Free
2451,Loggerhead,Alive,Pound net,56.8,58.0,46.4,61.8,155.4,Free
2452,Loggerhead,Alive,Pound net,56.8,58.0,46.4,61.8,155.4,Free
2453,Loggerhead,Alive,Pound net,49.3,50.8,45.1,53.2,54.4,Free
2454,Loggerhead,Alive,Pound net,49.3,50.8,45.1,53.2,54.4,Free
2455,Loggerhead,Alive,Pound net,51.2,52.9,45.9,55.6,99.0,Free
2456,Loggerhead,Alive,Pound net,51.2,52.9,45.9,55.6,99.0,Free
2457,Loggerhead,Alive,Pound net,51.2,52.9,45.9,55.6,99.0,Free
2458,Loggerhead,Alive,Pound net,51.2,52.9,45.9,55.6,99.0,Free
2459,Loggerhead,Alive,Pound net,59.3,60.4,49.2,63.6,59.7,Free
2460,Loggerhead,Alive,Pound net,59.3,60.4,49.2,63.6,59.7,Free
2461,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2462,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2463,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2464,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2465,Loggerhead,Alive,Pound net,58.2,59.2,50.2,62.5,57.9,Free
2466,Loggerhead,Alive,Pound net,58.2,59.2,50.2,62.5,57.9,Free
2467,Loggerhead,Alive,Pound net,61.3,62.2,50.2,66.5,79.0,Free
2468,Loggerhead,Alive,Pound net,61.3,62.2,50.2,66.5,79.0,Free
2469,Loggerhead,Alive,Pound net,62.4,63.5,51.3,67.5,141.0,Free
2470,Loggerhead,Alive,Pound net,62.4,63.5,51.3,67.5,141.0,Free
2471,Loggerhead,Alive,Pound net,62.4,63.5,51.3,67.5,141.0,Free
2472,Loggerhead,Alive,Pound net,62.4,63.5,51.3,67.5,141.0,Free
2473,Loggerhead,Alive,Pound net,62.8,63.4,51.7,67.1,155.4,Free
2474,Loggerhead,Alive,Pound net,62.8,63.4,51.7,67.1,155.4,Free
2475,Loggerhead,Alive,Pound net,62.8,63.4,51.7,67.1,155.4,Free
2476,Loggerhead,Alive,Pound net,62.8,63.4,51.7,67.1,155.4,Free
2477,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,162.1,Free
2478,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,162.1,Free
2479,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,162.1,Free
2480,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,162.1,Free
2481,Loggerhead,Alive,Pound net,56.9,58.3,48.6,60.7,90.6,Free
2482,Loggerhead,Alive,Pound net,56.9,58.3,48.6,60.7,90.6,Free
2483,Loggerhead,Alive,Pound net,55.0,56.3,47.9,59.3,480.0,Free
2484,Loggerhead,Alive,Pound net,55.0,56.3,47.9,59.3,480.0,Free
2485,Loggerhead,Alive,Pound net,57.1,57.9,49.9,60.2,115.0,Free
2486,Loggerhead,Alive,Pound net,57.1,57.9,49.9,60.2,115.0,Free
2487,Loggerhead,Alive,Pound net,57.1,57.9,49.9,60.2,115.0,Free
2488,Loggerhead,Alive,Pound net,57.1,57.9,49.9,60.2,115.0,Free
2489,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2490,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2491,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2492,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2493,Loggerhead,Alive,Pound net,56.3,58.4,49.3,63.0,1260.0,Free
2494,Loggerhead,Alive,Pound net,56.3,58.4,49.3,63.0,1260.0,Free
2495,Loggerhead,Alive,Pound net,56.3,58.4,49.3,63.0,1260.0,Free
2496,Loggerhead,Alive,Pound net,56.3,58.4,49.3,63.0,1260.0,Free
2497,Loggerhead,Alive,Pound net,56.3,58.4,49.3,63.0,1260.0,Free
2498,Loggerhead,Alive,Pound net,56.3,58.4,49.3,63.0,1260.0,Free
2499,Loggerhead,Alive,Pound net,56.3,58.4,49.3,63.0,1260.0,Free
2500,Loggerhead,Alive,Pound net,56.3,58.4,49.3,63.0,1260.0,Free
2501,Loggerhead,Alive,Pound net,64.7,66.2,55.8,71.6,155.4,Free
2502,Loggerhead,Alive,Pound net,64.7,66.2,55.8,71.6,155.4,Free
2503,Loggerhead,Alive,Pound net,64.7,66.2,55.8,71.6,155.4,Free
2504,Loggerhead,Alive,Pound net,64.7,66.2,55.8,71.6,155.4,Free
2505,Loggerhead,Alive,Pound net,71.0,72.9,57.8,75.5,155.4,Free
2506,Loggerhead,Alive,Pound net,71.0,72.9,57.8,75.5,155.4,Free
2507,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2508,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2509,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2510,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2511,Loggerhead,Alive,Pound net,57.1,59.1,47.3,61.8,773.0,Free
2512,Loggerhead,Alive,Pound net,57.1,59.1,47.3,61.8,773.0,Free
2513,Loggerhead,Alive,Pound net,60.0,60.8,50.7,68.0,155.4,Free
2514,Loggerhead,Alive,Pound net,60.0,60.8,50.7,68.0,155.4,Free
2515,Loggerhead,Alive,Pound net,60.6,62.0,50.1,67.3,155.4,Free
2516,Loggerhead,Alive,Pound net,60.6,62.0,50.1,67.3,155.4,Free
2517,Loggerhead,Alive,Pound net,60.6,62.0,50.1,67.3,155.4,Free
2518,Loggerhead,Alive,Pound net,60.6,62.0,50.1,67.3,155.4,Free
2519,Loggerhead,Alive,Pound net,61.0,62.2,51.3,67.8,66.0,Free
2520,Loggerhead,Alive,Pound net,61.0,62.2,51.3,67.8,66.0,Free
2521,Loggerhead,Alive,Pound net,61.0,62.2,51.3,67.8,66.0,Free
2522,Loggerhead,Alive,Pound net,61.0,62.2,51.3,67.8,66.0,Free
2523,Loggerhead,Alive,Pound net,63.5,65.0,53.5,70.5,155.4,Free
2524,Loggerhead,Alive,Pound net,63.5,65.0,53.5,70.5,155.4,Free
2525,Loggerhead,Alive,Pound net,63.5,65.0,53.5,70.5,155.4,Free
2526,Loggerhead,Alive,Pound net,63.5,65.0,53.5,70.5,155.4,Free
2527,Loggerhead,Alive,Pound net,46.2,47.8,37.7,51.1,29.9,Free
2528,Loggerhead,Alive,Pound net,46.2,47.8,37.7,51.1,29.9,Free
2529,Loggerhead,Dead,Pound net,58.8,60.6,49.8,62.5,155.4,Free
2530,Loggerhead,Dead,Pound net,58.8,60.6,49.8,62.5,155.4,Free
2531,Loggerhead,Dead,Pound net,60.2,61.8,51.0,64.5,96.4,Free
2532,Loggerhead,Dead,Pound net,60.2,61.8,51.0,64.5,96.4,Free
2533,Loggerhead,Dead,Pound net,60.2,61.8,51.0,64.5,96.4,Free
2534,Loggerhead,Dead,Pound net,60.2,61.8,51.0,64.5,96.4,Free
2535,Loggerhead,Dead,Pound net,66.8,68.7,55.4,73.1,155.4,Free
2536,Loggerhead,Dead,Pound net,66.8,68.7,55.4,73.1,155.4,Free
2537,Loggerhead,Dead,Pound net,66.8,68.7,55.4,73.1,155.4,Free
2538,Loggerhead,Dead,Pound net,66.8,68.7,55.4,73.1,155.4,Free
2539,Loggerhead,Dead,Pound net,66.7,68.8,55.1,71.4,133.0,Free
2540,Loggerhead,Dead,Pound net,66.7,68.8,55.1,71.4,133.0,Free
2541,Loggerhead,Dead,Pound net,66.7,68.8,55.1,71.4,133.0,Free
2542,Loggerhead,Dead,Pound net,66.7,68.8,55.1,71.4,133.0,Free
2543,Loggerhead,Dead,Pound net,68.5,70.7,55.9,73.6,155.4,Free
2544,Loggerhead,Dead,Pound net,68.5,70.7,55.9,73.6,155.4,Free
2545,Loggerhead,Dead,Pound net,68.5,70.7,55.9,73.6,155.4,Free
2546,Loggerhead,Dead,Pound net,68.5,70.7,55.9,73.6,155.4,Free
2547,Loggerhead,Dead,Dead Stranding,68.8,70.8,56.9,73.9,155.4,Free
2548,Loggerhead,Dead,Dead Stranding,68.8,70.8,56.9,73.9,155.4,Free
2549,Loggerhead,Dead,Dead Stranding,68.8,70.8,56.9,73.9,155.4,Free
2550,Loggerhead,Dead,Dead Stranding,68.8,70.8,56.9,73.9,155.4,Free
2551,Loggerhead,Alive,Pound net,60.6,61.6,48.3,65.5,89.7,Free
2552,Loggerhead,Alive,Pound net,60.6,61.6,48.3,65.5,89.7,Free
2553,Loggerhead,Alive,Pound net,70.1,71.6,54.5,76.1,155.4,Free
2554,Loggerhead,Alive,Pound net,70.1,71.6,54.5,76.1,155.4,Free
2555,Loggerhead,Alive,Pound net,70.1,71.6,54.5,76.1,155.4,Free
2556,Loggerhead,Alive,Pound net,70.1,71.6,54.5,76.1,155.4,Free
2557,Loggerhead,Alive,Pound net,89.5,91.1,66.1,96.5,52.9,Free
2558,Loggerhead,Alive,Pound net,89.5,91.1,66.1,96.5,52.9,Free
2559,Loggerhead,Alive,Pound net,56.4,57.3,47.7,60.8,72.8,Free
2560,Loggerhead,Alive,Pound net,56.4,57.3,47.7,60.8,72.8,Free
2561,Loggerhead,Alive,Pound net,49.5,50.8,41.7,52.0,508.0,Free
2562,Loggerhead,Alive,Pound net,49.5,50.8,41.7,52.0,508.0,Free
2563,Loggerhead,Alive,Pound net,62.6,63.6,51.2,67.8,1020.0,Free
2564,Loggerhead,Alive,Pound net,62.6,63.6,51.2,67.8,1020.0,Free
2565,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2566,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2567,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2568,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2569,Loggerhead,Alive,Pound net,63.0,63.7,51.3,68.5,473.0,Free
2570,Loggerhead,Alive,Pound net,63.0,63.7,51.3,68.5,473.0,Free
2571,Loggerhead,Alive,Pound net,63.0,63.7,51.3,68.5,473.0,Free
2572,Loggerhead,Alive,Pound net,63.0,63.7,51.3,68.5,473.0,Free
2573,Loggerhead,Alive,Pound net,63.0,63.6,52.1,69.2,155.4,Free
2574,Loggerhead,Alive,Pound net,63.0,63.6,52.1,69.2,155.4,Free
2575,Loggerhead,Alive,Pound net,63.0,63.6,52.1,69.2,155.4,Free
2576,Loggerhead,Alive,Pound net,63.0,63.6,52.1,69.2,155.4,Free
2577,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2578,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2579,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2580,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2581,Loggerhead,Alive,Pound net,64.1,65.1,51.3,70.1,155.4,Free
2582,Loggerhead,Alive,Pound net,64.1,65.1,51.3,70.1,155.4,Free
2583,Loggerhead,Alive,Pound net,64.1,65.1,51.3,70.1,155.4,Free
2584,Loggerhead,Alive,Pound net,64.1,65.1,51.3,70.1,155.4,Free
2585,Loggerhead,Alive,Pound net,68.5,69.2,56.0,75.1,155.4,Free
2586,Loggerhead,Alive,Pound net,68.5,69.2,56.0,75.1,155.4,Free
2587,Loggerhead,Alive,Pound net,68.5,69.2,56.0,75.1,155.4,Free
2588,Loggerhead,Alive,Pound net,68.5,69.2,56.0,75.1,155.4,Free
2589,Loggerhead,Alive,Pound net,65.9,66.9,55.8,71.4,16.2,Free
2590,Loggerhead,Alive,Pound net,65.9,66.9,55.8,71.4,16.2,Free
2591,Loggerhead,Alive,Long haul,49.2,50.8,42.8,53.9,54.4,Free
2592,Loggerhead,Alive,Long haul,49.2,50.8,42.8,53.9,54.4,Free
2593,Loggerhead,Alive,Pound net,65.4,66.3,54.0,70.0,85.0,Free
2594,Loggerhead,Alive,Pound net,65.4,66.3,54.0,70.0,85.0,Free
2595,Loggerhead,Alive,Pound net,56.8,58.1,48.0,62.0,88.3,Free
2596,Loggerhead,Alive,Pound net,55.9,57.2,49.3,61.7,54.4,Free
2597,Loggerhead,Alive,Pound net,55.9,57.2,49.3,61.7,54.4,Free
2598,Loggerhead,Alive,Pound net,58.2,59.5,49.8,62.7,78.4,Free
2599,Loggerhead,Alive,Pound net,58.2,59.5,49.8,62.7,78.4,Free
2600,Loggerhead,Alive,Pound net,63.4,64.7,53.8,66.3,53.1,Free
2601,Loggerhead,Alive,Pound net,63.4,64.7,53.8,66.3,53.1,Free
2602,Loggerhead,Alive,Pound net,66.0,67.3,52.2,71.2,55.8,Free
2603,Loggerhead,Alive,Pound net,66.0,67.3,52.2,71.2,55.8,Free
2604,Loggerhead,Alive,Pound net,69.6,71.4,54.6,77.2,46.0,Free
2605,Loggerhead,Alive,Pound net,69.6,71.4,54.6,77.2,46.0,Free
2606,Loggerhead,Alive,Pound net,69.6,71.4,54.6,77.2,46.0,Free
2607,Loggerhead,Alive,Pound net,69.6,71.4,54.6,77.2,46.0,Free
2608,Loggerhead,Alive,Pound net,58.9,60.3,48.1,63.8,154.0,Free
2609,Loggerhead,Alive,Pound net,58.9,60.3,48.1,63.8,154.0,Free
2610,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2611,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2612,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2613,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2614,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2615,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2616,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2617,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2618,Loggerhead,Alive,Pound net,65.9,67.1,55.3,68.9,1020.0,Free
2619,Loggerhead,Alive,Pound net,65.9,67.1,55.3,68.9,1020.0,Free
2620,Loggerhead,Alive,Pound net,53.5,54.8,44.7,58.0,68.2,Free
2621,Loggerhead,Alive,Pound net,53.5,54.8,44.7,58.0,68.2,Free
2622,Loggerhead,Alive,Pound net,69.3,70.3,56.7,73.1,35.7,Free
2623,Loggerhead,Alive,Pound net,69.3,70.3,56.7,73.1,35.7,Free
2624,Loggerhead,Alive,Pound net,69.2,70.3,55.6,73.2,64.1,Free
2625,Loggerhead,Alive,Pound net,69.2,70.3,55.6,73.2,64.1,Free
2626,Loggerhead,Alive,Pound net,69.2,70.3,55.6,73.2,64.1,Free
2627,Loggerhead,Alive,Pound net,69.2,70.3,55.6,73.2,64.1,Free
2628,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2629,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2630,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2631,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2632,Loggerhead,Alive,Pound net,65.4,66.6,53.3,70.5,69.1,Free
2633,Loggerhead,Alive,Pound net,65.4,66.6,53.3,70.5,69.1,Free
2634,Loggerhead,Alive,Pound net,71.1,72.7,54.7,76.7,74.6,Free
2635,Loggerhead,Alive,Pound net,71.1,72.7,54.7,76.7,74.6,Free
2636,Loggerhead,Alive,Pound net,71.1,72.7,54.7,76.7,74.6,Free
2637,Loggerhead,Alive,Pound net,71.1,72.7,54.7,76.7,74.6,Free
2638,Loggerhead,Alive,Pound net,71.1,72.7,54.7,76.7,74.6,Free
2639,Loggerhead,Alive,Pound net,71.1,72.7,54.7,76.7,74.6,Free
2640,Loggerhead,Alive,Pound net,71.1,72.7,54.7,76.7,74.6,Free
2641,Loggerhead,Alive,Pound net,71.1,72.7,54.7,76.7,74.6,Free
2642,Loggerhead,Alive,Pound net,59.2,60.7,48.7,62.1,96.8,Free
2643,Loggerhead,Alive,Pound net,59.2,60.7,48.7,62.1,96.8,Free
2644,Loggerhead,Alive,Pound net,59.7,60.7,49.1,64.0,49.0,Free
2645,Loggerhead,Alive,Pound net,59.7,60.7,49.1,64.0,49.0,Free
2646,Loggerhead,Alive,Pound net,59.7,60.7,49.1,64.0,49.0,Free
2647,Loggerhead,Alive,Pound net,59.7,60.7,49.1,64.0,49.0,Free
2648,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2649,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2650,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2651,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
2652,Loggerhead,Alive,Pound net,63.1,64.2,51.1,67.2,2750.0,Free
2653,Loggerhead,Alive,Pound net,63.1,64.2,51.1,67.2,2750.0,Free
2654,Green,Alive,Pound net,28.7,29.1,23.5,29.9,24.5,Free
2655,Green,Alive,Pound net,28.7,29.1,23.5,29.9,24.5,Free
2656,Green,Alive,Pound net,29.8,30.3,24.6,31.4,36.7,Free
2657,Green,Alive,Pound net,29.8,30.3,24.6,31.4,36.7,Free
2658,Green,Alive,Pound net,29.8,30.3,24.6,31.4,36.7,Free
2659,Green,Alive,Pound net,29.8,30.3,24.6,31.4,36.7,Free
2660,Loggerhead,Alive,Pound net,51.3,52.2,46.2,55.1,46.0,Free
2661,Loggerhead,Alive,Pound net,51.3,52.2,46.2,55.1,46.0,Free
2662,Loggerhead,Alive,Pound net,48.3,49.3,40.7,51.7,46.5,Free
2663,Loggerhead,Alive,Pound net,48.3,49.3,40.7,51.7,46.5,Free
2664,Loggerhead,Alive,Pound net,52.6,53.9,43.2,56.5,62.0,Free
2665,Loggerhead,Alive,Pound net,52.6,53.9,43.2,56.5,62.0,Free
2666,Loggerhead,Alive,Pound net,52.6,53.9,43.2,56.5,62.0,Free
2667,Loggerhead,Alive,Pound net,52.6,53.9,43.2,56.5,62.0,Free
2668,Loggerhead,Alive,Pound net,47.6,49.3,46.4,52.4,109.0,Free
2669,Loggerhead,Alive,Pound net,47.6,49.3,46.4,52.4,109.0,Free
2670,Loggerhead,Alive,Pound net,58.3,59.5,48.2,62.5,1160.0,Free
2671,Loggerhead,Alive,Pound net,58.3,59.5,48.2,62.5,1160.0,Free
2672,Loggerhead,Alive,Pound net,58.5,59.5,48.7,62.5,155.4,Free
2673,Loggerhead,Alive,Pound net,58.5,59.5,48.7,62.5,155.4,Free
2674,Loggerhead,Alive,Pound net,58.5,59.5,48.7,62.5,155.4,Free
2675,Loggerhead,Alive,Pound net,58.5,59.5,48.7,62.5,155.4,Free
